shot_id,frame,event,outcome,relative_frame,screen_x,screen_y,screen_x_copy,screen_y_copy,raw_horizontal,raw_vertical,raw_vertical_copy,normalized_horizontal,normalized_vertical
,2923,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2924,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2925,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2926,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2927,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2928,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2929,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2930,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2931,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2932,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2933,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2934,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2935,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2936,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2937,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2938,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2939,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2940,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2941,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2942,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2943,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2944,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2945,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2946,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2947,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2948,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2949,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2950,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2951,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2952,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2953,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2954,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2955,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2956,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2957,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2958,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2959,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2960,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2961,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2962,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2963,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2964,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2965,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2966,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2967,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2968,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2969,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2970,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2971,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2972,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2973,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2974,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2975,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2976,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2977,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2978,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2979,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2980,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2981,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2982,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2983,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2984,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2985,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2986,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2987,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2988,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2989,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2990,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2991,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2992,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2993,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2994,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
