rank,region,address_hex,data_type,kind,score,center,auto_aim_down,target_head,target_upper_body,target_lower_body,target_lost,head_upper_delta,upper_lower_delta,head_lower_delta,down_delta,lost_delta,ascending,descending,monotonic,progression_score,down_extension_score,screen_like_score,normalized_score,return_to_center_score
1313,ARM_NEAR_X,0x000D3DA4,U16_BE,BODY_PROGRESSION,542363.0,15573,15571,15655,48343,48417,48301,32688,74,32762,-2,32728,true,false,true,542363.0,244,0,0,-130772
1314,ARM_CORE,0x000D3DB0,U16_BE,BODY_PROGRESSION,542262.5,15577,48386,15661,48345,48416,48286,32684,71,32755,32809,32709,true,false,true,542262.5,65878,0,0,-65034
1315,ARM_NEAR_X,0x000D3DB0,U16_BE,BODY_PROGRESSION,542238.5,15574,48386,15661,48345,48416,48295,32684,71,32755,32812,32721,true,false,true,542238.5,65866,0,0,-65124
1316,ARM_CORE,0x000D389C,U16_BE,BODY_PROGRESSION,542080.5,48233,15405,15615,48039,48322,15559,32424,283,32707,-32828,-32674,true,false,true,542080.5,131798,0,0,-64908
1317,ARM_CORE,0x000D5CE8,U16_BE,BODY_PROGRESSION,540880.5,900,900,900,900,64533,900,0,63633,63633,0,0,false,false,false,540880.5,127266,0,0,254532
1318,ARM_CORE,0x000D3602,U16_BE,BODY_PROGRESSION,540701.5,18417,16447,2536,65094,52487,13441,62558,-12607,49951,-1970,-4976,false,false,false,540701.5,70008,0,0,214364
1319,ARM_CORE,0x000D3E32,U16_BE,BODY_PROGRESSION,540353.5,43696,30987,21899,29031,50570,37218,7132,21539,28671,-12709,-6478,true,false,true,540353.5,77046,0,0,88278
1320,ARM_CORE,0x000D5CE0,U16_BE,BODY_PROGRESSION,538492.0,904,904,904,904,64256,904,0,63352,63352,0,0,false,false,false,538492.0,126704,0,0,253408
1321,ARM_CORE,0x000D5D20,U16_BE,BODY_PROGRESSION,537446.5,259,259,259,259,63488,259,0,63229,63229,0,0,false,false,false,537446.5,126458,0,0,252916
1322,ARM_NEAR_X,0x000D3CD4,U16_BE,BODY_PROGRESSION,537296.0,15587,48159,48019,15650,15541,48274,-32369,-109,-32478,32572,32687,false,true,true,537296.0,130150,0,0,-66440
1323,ARM_CORE,0x000D3CD4,U16_BE,BODY_PROGRESSION,537296.0,15587,48159,48019,15650,15541,48274,-32369,-109,-32478,32572,32687,false,true,true,537296.0,130150,0,0,-66440
1324,ARM_CORE,0x000D5CD8,U16_BE,BODY_PROGRESSION,531981.0,902,902,902,902,63488,902,0,62586,62586,0,0,false,false,false,531981.0,125172,0,0,250344
1325,ARM_CORE,0x000D5B58,U16_BE,BODY_PROGRESSION,526566.5,62208,62208,62208,62208,259,62208,0,-61949,-61949,0,0,false,false,false,526566.5,123898,0,0,247796
1326,CAMERA_NEAR,0x0007996E,U16_BE,BODY_PROGRESSION,522506.5,11566,23324,2508,10505,30859,25305,7997,20354,28351,11758,13739,true,false,true,522506.5,34624,0,0,27008
1327,ARM_CORE,0x000D5B3C,U16_BE,BODY_PROGRESSION,520089.5,65331,65331,65331,65331,4144,65331,0,-61187,-61187,0,0,false,false,false,520089.5,122374,0,0,244748
1328,ARM_NEAR_X,0x000D3E32,U16_BE,BODY_PROGRESSION,512135.5,30086,30987,21899,29031,50570,50673,7132,21539,28671,901,20587,true,false,true,512135.5,1596,0,0,-48210
1329,ARM_CORE,0x000D3A4A,U16_BE,BODY_PROGRESSION,510700.0,10969,33360,22380,31811,49110,17768,9431,17299,26730,22391,6799,true,false,true,510700.0,107466,0,0,97310
1330,ARM_CORE,0x000D5B8A,U16_BE,BODY_PROGRESSION,510263.5,65153,65153,65153,65153,5122,65153,0,-60031,-60031,0,0,false,false,false,510263.5,120062,0,0,240124
1331,ARM_CORE,0x000D5F48,U16_BE,BODY_PROGRESSION,506112.0,48128,64256,1536,59136,48128,48128,57600,-11008,46592,16128,0,false,false,false,506112.0,96768,0,0,262656
1332,ARM_CORE,0x000D3A5A,U16_BE,BODY_PROGRESSION,505944.0,36861,36137,594,57362,24282,49963,56768,-33080,23688,-724,13102,false,false,false,505944.0,402,0,0,123704
1333,ARM_CORE,0x000D6190,U16_BE,BODY_PROGRESSION,505702.5,63488,1536,63488,63488,259,47616,0,-63229,-63229,-61952,-15872,false,false,false,505702.5,218618,0,0,249844
1334,ARM_NEAR_X,0x000D3C66,U16_BE,BODY_PROGRESSION,501856.5,34774,42376,9164,63106,19769,45602,53942,-43337,10605,7602,10828,false,false,false,501856.5,53966,0,0,144348
1335,ARM_CORE,0x000D5CCC,U16_BE,BODY_PROGRESSION,500578.0,21901,39848,26388,20012,0,17787,-6376,-20012,-26388,17947,-4114,false,true,true,500578.0,143256,0,0,108534
1336,ARM_CORE,0x000D5CBC,U16_BE,BODY_PROGRESSION,500300.5,21901,39848,26388,20012,15,17787,-6376,-19997,-26373,17947,-4114,false,true,true,500300.5,143226,0,0,108474
1337,ARM_CORE,0x000D38EA,U16_BE,BODY_PROGRESSION,499503.0,23558,35262,224,65520,48830,63832,65296,-16690,48606,11704,40274,false,false,false,499503.0,-6596,0,0,-37600
1338,ARM_CORE,0x000D5F96,U16_BE,BODY_PROGRESSION,499184.0,23528,255,55296,0,35776,35776,-55296,35776,-19520,-23273,12248,false,false,false,499184.0,139638,0,0,169746
1339,ARM_CORE,0x000D3C66,U16_BE,BODY_PROGRESSION,499042.5,14402,42376,9164,63106,19769,2167,53942,-43337,10605,27974,-12235,false,false,false,499042.5,132640,0,0,173836
1340,ARM_NEAR_X,0x000D3E02,U16_BE,BODY_PROGRESSION,498294.0,929,1390,14236,26836,41676,25252,12600,14840,27440,461,24323,true,false,true,498294.0,33770,0,0,-83902
1341,ARM_CORE,0x000D5B10,U16_BE,BODY_PROGRESSION,494989.0,59136,59136,59136,59136,902,59136,0,-58234,-58234,0,0,false,false,false,494989.0,116468,0,0,232936
1342,ARM_CORE,0x000D3AC6,U16_BE,BODY_PROGRESSION,493064.5,2160,61442,63115,7386,48802,23538,-55729,41416,-14313,59282,21378,false,false,false,493064.5,219652,0,0,170456
1343,ARM_CORE,0x000D5CA6,U16_BE,BODY_PROGRESSION,486234.5,65511,65524,65517,65517,8312,65515,0,-57205,-57205,13,4,false,false,false,486234.5,114468,0,0,228814
1344,ARM_CORE,0x000D3C46,U16_BE,BODY_PROGRESSION,484572.0,28575,59590,941,11864,26355,18647,10923,14491,25414,31015,-9928,true,false,true,484572.0,170674,0,0,84262
1345,ARM_CORE,0x000D371A,U16_BE,BODY_PROGRESSION,483435.0,40010,773,54815,4555,54593,49426,-50260,50038,-222,-39237,9416,false,false,false,483435.0,245756,0,0,204186
1346,ARM_NEAR_X,0x000D3C46,U16_BE,BODY_PROGRESSION,482856.0,49405,59590,941,11864,26355,60191,10923,14491,25414,10185,10786,true,false,true,482856.0,85638,0,0,35738
1347,ARM_NEAR_X,0x000D3C5A,U16_BE,BODY_PROGRESSION,481453.5,10709,20077,12580,63699,25727,5701,51119,-37972,13147,9368,-5008,false,false,false,481453.5,38756,0,0,183148
1348,ARM_CORE,0x000D5DD6,U16_BE,BODY_PROGRESSION,478662.5,0,20024,7,0,56312,0,-7,56312,56305,20024,0,false,false,false,478662.5,152672,0,0,265296
1349,ARM_CORE,0x000D60F6,U16_BE,BODY_PROGRESSION,478662.5,0,27184,7,0,56312,0,-7,56312,56305,27184,0,false,false,false,478662.5,166992,0,0,279616
1350,ARM_CORE,0x000D5BF6,U16_BE,BODY_PROGRESSION,478652.0,0,0,0,0,56312,0,0,56312,56312,0,0,false,false,false,478652.0,112624,0,0,225248
1351,ARM_CORE,0x000D5C4E,U16_BE,BODY_PROGRESSION,478652.0,0,0,0,0,56312,0,0,56312,56312,0,0,false,false,false,478652.0,112624,0,0,225248
1352,ARM_CORE,0x000D5C9E,U16_BE,BODY_PROGRESSION,478652.0,0,0,0,0,56312,0,0,56312,56312,0,0,false,false,false,478652.0,112624,0,0,225248
1353,ARM_CORE,0x000D5E2E,U16_BE,BODY_PROGRESSION,475974.5,0,38720,255,255,56312,255,0,56057,56057,38720,255,false,false,false,475974.5,189554,0,0,299628
1354,ARM_CORE,0x000D5E7E,U16_BE,BODY_PROGRESSION,475974.5,0,38720,255,255,56312,255,0,56057,56057,38720,255,false,false,false,475974.5,189554,0,0,299628
1355,ARM_CORE,0x000D60AE,U16_BE,BODY_PROGRESSION,475974.5,0,38720,255,255,56312,255,0,56057,56057,38720,255,false,false,false,475974.5,189554,0,0,299628
1356,ARM_CORE,0x000D3D02,U16_BE,BODY_PROGRESSION,474776.0,54268,30151,33843,8221,62611,41282,-25622,54390,28768,-24117,-12986,false,false,false,474776.0,135416,0,0,161906
1357,ARM_NEAR_X,0x000D3D02,U16_BE,BODY_PROGRESSION,474776.0,54268,30151,33843,8221,62611,41282,-25622,54390,28768,-24117,-12986,false,false,false,474776.0,135416,0,0,161906
1358,ARM_CORE,0x000D5C86,U16_BE,BODY_PROGRESSION,474493.5,20736,48706,14179,52188,0,7677,38009,-52188,-14179,27970,-13059,false,false,false,474493.5,183174,0,0,160220
1359,ARM_CORE,0x000D5EEE,U16_BE,BODY_PROGRESSION,473784.0,49840,0,8312,27832,35776,20024,19520,7944,27464,-49840,-29816,true,false,true,473784.0,211280,0,0,-28992
1360,ARM_CORE,0x000D3C5A,U16_BE,BODY_PROGRESSION,473447.5,8755,20077,12580,63699,25727,17766,51119,-37972,13147,11322,9011,false,false,false,473447.5,38566,0,0,155032
1361,ARM_CORE,0x000D5F86,U16_BE,BODY_PROGRESSION,469144.0,8312,0,56312,2552,57320,46824,-53760,54768,1008,-8312,38512,false,false,false,469144.0,70864,0,0,-72400
1362,ARM_CORE,0x000D3CB6,U16_BE,BODY_PROGRESSION,468301.0,6147,14490,24723,52359,52373,28530,27636,14,27650,8343,22383,true,false,true,468301.0,64372,0,0,-51778
1363,ARM_NEAR_X,0x000D3CB6,U16_BE,BODY_PROGRESSION,468301.0,6147,14490,24723,52359,52373,28530,27636,14,27650,8343,22383,true,false,true,468301.0,64372,0,0,-51778
1364,ARM_CORE,0x000D61D0,U16_BE,BODY_PROGRESSION,467584.0,59136,47360,59136,59136,1536,48128,0,-57600,-57600,-11776,-11008,false,false,false,467584.0,116736,0,0,165888
1365,ARM_CORE,0x000D3A2A,U16_BE,BODY_PROGRESSION,464188.5,22214,7385,17513,54107,4544,16220,36594,-49563,-12969,-14829,-5994,false,false,false,464188.5,53010,0,0,179958
1366,ARM_NEAR_X,0x000D3E42,U16_BE,BODY_PROGRESSION,464017.5,65446,5824,14192,26737,41669,23725,12545,14932,27477,-59622,-41721,true,false,true,464017.5,226736,0,0,-104616
1367,ARM_CORE,0x000D3E02,U16_BE,BODY_PROGRESSION,463498.0,65446,1390,14236,26836,41676,23725,12600,14840,27440,-64056,-41721,true,false,true,463498.0,253354,0,0,-95896
1368,ARM_CORE,0x000D3E42,U16_BE,BODY_PROGRESSION,463057.5,64431,5824,14192,26737,41669,22230,12545,14932,27477,-58607,-42201,true,false,true,463057.5,221716,0,0,-110486
1369,ARM_CORE,0x000D5F74,U16_BE,BODY_PROGRESSION,462001.0,23040,32,0,50193,24574,24574,50193,-25619,24574,-23008,1534,false,false,false,462001.0,138048,0,0,234516
1370,ARM_NEAR_X,0x000D3C92,U16_BE,BODY_PROGRESSION,461987.5,45569,42737,27368,1117,989,59523,-26251,-128,-26379,-2832,13954,false,true,true,461987.5,66916,0,0,-452
1371,ARM_CORE,0x000D3C92,U16_BE,BODY_PROGRESSION,461987.5,45569,42737,27368,1117,989,59523,-26251,-128,-26379,-2832,13954,false,true,true,461987.5,66916,0,0,-452
1372,ARM_CORE,0x000D393A,U16_BE,BODY_PROGRESSION,460417.0,31242,23056,9093,27351,32999,31098,18258,5648,23906,-8186,-144,true,false,true,460417.0,52342,0,0,110844
1373,ARM_CORE,0x000D3AA2,U16_BE,BODY_PROGRESSION,457424.0,52133,16781,55036,30562,28060,26814,-24474,-2502,-26976,-35352,-25319,false,true,true,457424.0,113328,0,0,-23944
1374,ARM_CORE,0x000D3922,U16_BE,BODY_PROGRESSION,453028.5,49922,14210,11033,16603,35614,59887,5570,19011,24581,-35712,9965,true,false,true,453028.5,165726,0,0,90028
1375,ARM_CORE,0x000D3CFA,U16_BE,BODY_PROGRESSION,449373.5,23360,57695,34139,61466,6208,54015,27327,-55258,-27931,34335,30655,false,false,false,449373.5,179004,0,0,44462
1376,ARM_NEAR_X,0x000D3CFA,U16_BE,BODY_PROGRESSION,449373.5,23360,57695,34139,61466,6208,54015,27327,-55258,-27931,34335,30655,false,false,false,449373.5,179004,0,0,44462
1377,ARM_CORE,0x000D5B94,U16_BE,BODY_PROGRESSION,448000.0,52864,52736,52736,52736,0,52736,0,-52736,-52736,-128,-128,false,false,false,448000.0,105728,0,0,210176
1378,ARM_CORE,0x000D38EE,U16_BE,BODY_PROGRESSION,444877.5,33288,40766,14632,7351,59231,36800,-7281,51880,44599,7478,3512,false,false,false,444877.5,59818,0,0,194380
1379,ARM_CORE,0x000D5C7E,U16_BE,BODY_PROGRESSION,444728.0,52936,53336,49328,51968,0,52456,2640,-51968,-49328,400,-480,false,false,false,444728.0,107312,0,0,204832
1380,ARM_CORE,0x000D5C8C,U16_BE,BODY_PROGRESSION,444438.0,60613,452,27972,59886,0,4381,31914,-59886,-27972,-60161,-56232,false,false,false,444438.0,129084,0,0,-89990
1381,ARM_NEAR_X,0x000D3DAA,U16_BE,BODY_PROGRESSION,443934.5,32959,21649,6266,53207,12987,40656,46941,-40220,6721,-11310,7697,false,false,false,443934.5,47170,0,0,148808
1382,ARM_CORE,0x000D364A,U16_BE,BODY_PROGRESSION,443632.0,24436,53520,52448,64484,7200,55104,12036,-57284,-45248,29084,30668,false,false,false,443632.0,147640,0,0,41960
1383,ARM_CORE,0x000D3712,U16_BE,BODY_PROGRESSION,443514.5,50742,52682,1773,55200,24250,22222,53427,-30950,22477,1940,-28520,false,false,false,443514.5,7584,0,0,-10572
1384,ARM_NEAR_X,0x000D3E3A,U16_BE,BODY_PROGRESSION,441296.0,4808,55247,54480,3566,13884,8283,-50914,10318,-40596,50439,3475,false,false,false,441296.0,277532,0,0,276734
1385,CAMERA_NEAR,0x00079952,U16_BE,BODY_PROGRESSION,439333.0,28422,43366,20138,5514,55300,31314,-14624,49786,35162,14944,2892,false,false,false,439333.0,77860,0,0,205896
1386,ARM_NEAR_X,0x000D3CDA,U16_BE,BODY_PROGRESSION,438644.0,21707,12755,8586,24743,31392,19350,16157,6649,22806,-8952,-2357,true,false,true,438644.0,68368,0,0,90272
1387,ARM_CORE,0x000D3CDA,U16_BE,BODY_PROGRESSION,438644.0,21707,12755,8586,24743,31392,19350,16157,6649,22806,-8952,-2357,true,false,true,438644.0,68368,0,0,90272
1388,ARM_CORE,0x000D5ED6,U16_BE,BODY_PROGRESSION,438478.5,255,38720,7,56312,8312,56312,56305,-48000,8305,38465,56057,false,false,false,438478.5,102562,0,0,-146306
1389,CAMERA_NEAR,0x00079982,U16_BE,BODY_PROGRESSION,434412.0,4468,49190,8200,55512,12080,20912,47312,-43432,3880,44722,16444,false,false,false,434412.0,220220,0,0,147140
1390,ARM_NEAR_X,0x000D3C86,U16_BE,BODY_PROGRESSION,434353.0,23165,10868,62798,12724,27044,29543,-50074,14320,-35754,-12297,6378,false,false,false,434353.0,68784,0,0,173866
1391,ARM_CORE,0x000D3C86,U16_BE,BODY_PROGRESSION,434353.0,23165,10868,62798,12724,27044,29543,-50074,14320,-35754,-12297,6378,false,false,false,434353.0,68784,0,0,173866
1392,ARM_CORE,0x000D3A1E,U16_BE,BODY_PROGRESSION,426830.0,32148,15319,43504,5134,52112,47167,-38370,46978,8608,-16829,15019,false,false,false,426830.0,110864,0,0,101418
1393,ARM_CORE,0x000D5BFC,U16_BE,BODY_PROGRESSION,426640.5,0,0,0,0,50193,0,0,50193,50193,0,0,false,false,false,426640.5,100386,0,0,200772
1394,ARM_CORE,0x000D5D3C,U16_BE,BODY_PROGRESSION,426640.5,0,15,0,0,50193,0,0,50193,50193,15,0,false,false,false,426640.5,100416,0,0,200802
1395,ARM_CORE,0x000D390E,U16_BE,BODY_PROGRESSION,426194.0,43949,64640,40570,60723,65024,64253,20153,4301,24454,20691,20304,true,false,true,426194.0,42924,0,0,-23234
1396,ARM_CORE,0x000D3978,U16_BE,BODY_PROGRESSION,425977.5,65535,65535,0,65535,65535,0,65535,0,65535,0,-65535,false,false,false,425977.5,-131070,0,0,-262140
1397,ARM_CORE,0x000D3D20,U16_BE,BODY_PROGRESSION,425977.5,65535,65535,0,65535,65535,0,65535,0,65535,0,-65535,false,false,false,425977.5,-131070,0,0,-262140
1398,ARM_NEAR_X,0x000D3D20,U16_BE,BODY_PROGRESSION,425977.5,65535,65535,0,65535,65535,0,65535,0,65535,0,-65535,false,false,false,425977.5,-131070,0,0,-262140
1399,ARM_CORE,0x000D397A,U16_BE,BODY_PROGRESSION,425973.0,65535,65535,1,65535,65535,2,65534,0,65534,0,-65533,false,false,false,425973.0,-131066,0,0,-262128
1400,ARM_CORE,0x000D3D22,U16_BE,BODY_PROGRESSION,425958.0,65534,65534,2,65534,65534,2,65532,0,65532,0,-65532,false,false,false,425958.0,-131064,0,0,-262128
1401,ARM_NEAR_X,0x000D3D22,U16_BE,BODY_PROGRESSION,425958.0,65534,65534,2,65534,65534,2,65532,0,65532,0,-65532,false,false,false,425958.0,-131064,0,0,-262128
1402,ARM_CORE,0x000D3A1A,U16_BE,BODY_PROGRESSION,425862.5,53608,20533,44007,5777,49652,51398,-38230,43875,5645,-33075,-2210,false,false,false,425862.5,186118,0,0,223970
1403,ARM_CORE,0x000D5F8C,U16_BE,BODY_PROGRESSION,425742.5,31,0,50193,32,1280,1280,-50161,1248,-48913,-31,1249,false,false,false,425742.5,186,0,0,190714
1404,ARM_CORE,0x000D5B6E,U16_BE,BODY_PROGRESSION,425612.0,0,0,0,0,50072,0,0,50072,50072,0,0,false,false,false,425612.0,100144,0,0,200288
1405,ARM_CORE,0x000D3A02,U16_BE,BODY_PROGRESSION,423867.5,19874,32195,18895,58640,12092,35578,39745,-46548,-6803,12321,15704,false,false,false,423867.5,58082,0,0,85202
1406,ARM_CORE,0x000D39FE,U16_BE,BODY_PROGRESSION,423049.5,28856,21620,27016,57186,4901,62170,30170,-52285,-22115,-7236,33314,false,false,false,423049.5,-4246,0,0,-42900
1407,ARM_CORE,0x000D619E,U16_BE,BODY_PROGRESSION,422934.5,255,38720,255,255,50072,0,0,49817,49817,38465,-255,false,false,false,422934.5,176054,0,0,274158
1408,ARM_CORE,0x000D5FBC,U16_BE,BODY_PROGRESSION,421186.0,16,32,16,50193,23040,23040,50177,-27153,23024,16,23024,false,false,false,421186.0,32,0,0,16548
1409,ARM_CORE,0x000D5C3C,U16_BE,BODY_PROGRESSION,420886.5,49755,49509,47541,49276,0,49474,1735,-49276,-47541,-246,-281,false,false,false,420886.5,99440,0,0,195348
1410,ARM_CORE,0x000D3A82,U16_BE,BODY_PROGRESSION,420734.5,58862,8890,59755,6922,20794,34285,-52833,13872,-38961,-49972,-24577,false,false,false,420734.5,174542,0,0,114660
1411,CAMERA_NEAR,0x00079962,U16_BE,BODY_PROGRESSION,420468.0,19722,23178,55942,3926,27270,48064,-52016,23344,-28672,3456,28342,false,false,false,420468.0,-34676,0,0,-11760
1412,ARM_CORE,0x000D391A,U16_BE,BODY_PROGRESSION,420386.0,50202,29303,47667,6791,54023,29002,-40876,47232,6356,-20899,-21200,false,false,false,420386.0,90636,0,0,61126
1413,ARM_CORE,0x000D3A42,U16_BE,BODY_PROGRESSION,420379.0,58920,58473,62537,8876,21443,31625,-53661,12567,-41094,-447,-27295,false,false,false,420379.0,21258,0,0,-2822
1414,ARM_CORE,0x000D3722,U16_BE,BODY_PROGRESSION,416711.5,35686,36450,12905,63934,63864,44256,51029,-70,50959,764,8570,false,false,false,416711.5,40744,0,0,137084
1415,ARM_CORE,0x000D6014,U16_BE,BODY_PROGRESSION,415953.0,16,31,0,50193,24574,24574,50193,-25619,24574,15,24558,false,false,false,415953.0,30,0,0,4338
1416,ARM_CORE,0x000D5EDC,U16_BE,BODY_PROGRESSION,415868.5,24574,31,23040,50193,31,50193,27153,-50162,-23009,-24543,25619,false,false,false,415868.5,46934,0,0,44782
1417,ARM_CORE,0x000D5C64,U16_BE,BODY_PROGRESSION,415101.0,65535,65534,65534,65535,1280,1,1,-64255,-64254,-1,-65534,false,false,false,415101.0,-2556,0,0,-267250
1418,ARM_CORE,0x000D5ECC,U16_BE,BODY_PROGRESSION,414345.0,0,1280,16,23040,24574,23040,23024,1534,24558,1280,23040,true,false,true,414345.0,5628,0,0,-83528
1419,ARM_CORE,0x000D6024,U16_BE,BODY_PROGRESSION,413274.5,23040,16,24574,1280,31,31,-23294,-1249,-24543,-23024,-23009,false,true,true,413274.5,46108,0,0,-39852
1420,ARM_CORE,0x000D5F3C,U16_BE,BODY_PROGRESSION,413262.5,31,16,50193,1280,1280,1280,-48913,0,-48913,-15,1249,false,false,false,413262.5,90,0,0,185690
1421,ARM_CORE,0x000D616C,U16_BE,BODY_PROGRESSION,413262.5,1280,0,1280,1280,50193,31,0,48913,48913,-1280,-1249,false,false,false,413262.5,103008,0,0,188220
1422,ARM_CORE,0x000D5FE8,U16_BE,BODY_PROGRESSION,412928.0,1536,47360,1536,59136,48128,48128,57600,-11008,46592,45824,46592,false,false,false,412928.0,91648,0,0,-50688
1423,ARM_CORE,0x000D3A5E,U16_BE,BODY_PROGRESSION,410648.0,48785,3160,41081,65477,13717,15832,24396,-51760,-27364,-45625,-32953,false,false,false,410648.0,137708,0,0,34666
1424,ARM_CORE,0x000D5F7C,U16_BE,BODY_PROGRESSION,409642.5,24574,0,23040,32,50193,50193,-23008,50161,27153,-24574,25619,false,false,false,409642.5,147444,0,0,44840
1425,ARM_CORE,0x000D5C5E,U16_BE,BODY_PROGRESSION,407957.5,1021,1021,1021,1021,49016,1021,0,47995,47995,0,0,false,false,false,407957.5,95990,0,0,191980
1426,ARM_CORE,0x000D5FC4,U16_BE,BODY_PROGRESSION,407067.0,0,0,0,32,24574,24574,32,24542,24574,0,24574,true,false,true,407067.0,0,0,0,-98296
1427,ARM_NEAR_X,0x000D3DE6,U16_BE,BODY_PROGRESSION,405001.0,58924,53212,13210,60402,51780,63456,47192,-8622,38570,-5712,4532,false,false,false,405001.0,16648,0,0,163936
1428,ARM_CORE,0x000D396E,U16_BE,BODY_PROGRESSION,401841.0,52004,8364,54746,60827,12960,59079,6081,-47867,-41786,-43640,7075,false,false,false,401841.0,169602,0,0,222148
1429,CAMERA_NEAR,0x0007994E,U16_BE,BODY_PROGRESSION,401257.0,12772,6857,24750,3158,50272,28572,-21592,47114,25522,-5915,15800,false,false,false,401257.0,78890,0,0,73886
1430,ARM_CORE,0x000D5B28,U16_BE,BODY_PROGRESSION,399279.0,47872,47872,47872,47872,898,47872,0,-46974,-46974,0,0,false,false,false,399279.0,93948,0,0,187896
1431,ARM_CORE,0x000D38B6,U16_BE,BODY_PROGRESSION,398612.5,36590,17823,20381,1572,50678,13089,-18809,49106,30297,-18767,-23501,false,false,false,398612.5,93776,0,0,45950
1432,ARM_CORE,0x000D5B18,U16_BE,BODY_PROGRESSION,397052.0,47616,47616,47616,47616,904,47616,0,-46712,-46712,0,0,false,false,false,397052.0,93424,0,0,186848
1433,ARM_CORE,0x000D3DAA,U16_BE,BODY_PROGRESSION,396254.5,32197,21649,6266,53207,12987,660,46941,-40220,6721,-10548,-31537,false,false,false,396254.5,-3558,0,0,-43436
1434,ARM_CORE,0x000D390A,U16_BE,BODY_PROGRESSION,396159.0,56430,43423,50301,11635,56391,35297,-38666,44756,6090,-13007,-21133,false,false,false,396159.0,35698,0,0,35974
1435,ARM_CORE,0x000D5CF8,U16_BE,BODY_PROGRESSION,396032.0,48128,48128,48128,48128,1536,48128,0,-46592,-46592,0,0,false,false,false,396032.0,93184,0,0,186368
1436,ARM_CORE,0x000D5D48,U16_BE,BODY_PROGRESSION,396032.0,48128,59136,48128,48128,1536,48128,0,-46592,-46592,11008,0,false,false,false,396032.0,159232,0,0,208384
1437,ARM_CORE,0x000D5EF8,U16_BE,BODY_PROGRESSION,396032.0,48128,64256,1536,48128,48128,48128,46592,0,46592,16128,0,false,false,false,396032.0,96768,0,0,218624
1438,ARM_CORE,0x000D6038,U16_BE,BODY_PROGRESSION,396032.0,48128,64533,1536,48128,48128,48128,46592,0,46592,16405,0,false,false,false,396032.0,98430,0,0,219178
1439,ARM_CORE,0x000D6080,U16_BE,BODY_PROGRESSION,396032.0,48128,64256,1536,48128,48128,48128,46592,0,46592,16128,0,false,false,false,396032.0,96768,0,0,218624
1440,ARM_CORE,0x000D6178,U16_BE,BODY_PROGRESSION,396032.0,48128,64533,48128,48128,1536,48128,0,-46592,-46592,16405,0,false,false,false,396032.0,191614,0,0,219178
1441,ARM_CORE,0x000D5F4E,U16_BE,BODY_PROGRESSION,395624.0,37312,255,28464,0,42816,42816,-28464,42816,14352,-37057,5504,false,false,false,395624.0,222342,0,0,201346
1442,ARM_CORE,0x000D61BE,U16_BE,BODY_PROGRESSION,395108.0,21552,7,24736,24072,32,54256,-664,-24040,-24704,-21545,32704,false,true,true,395108.0,20822,0,0,-119726
1443,ARM_CORE,0x000D5F46,U16_BE,BODY_PROGRESSION,395100.0,25904,7,60600,15392,35776,35776,-45208,20384,-24824,-25897,9872,false,false,false,395100.0,155382,0,0,153650
1444,ARM_CORE,0x000D5CF0,U16_BE,BODY_PROGRESSION,394927.0,898,898,898,898,47360,898,0,46462,46462,0,0,false,false,false,394927.0,92924,0,0,185848
1445,ARM_CORE,0x000D5B20,U16_BE,BODY_PROGRESSION,394910.0,47360,47360,47360,47360,900,47360,0,-46460,-46460,0,0,false,false,false,394910.0,92920,0,0,185840
1446,ARM_CORE,0x000D3CBE,U16_BE,BODY_PROGRESSION,394854.0,33075,7360,39783,16723,16719,16404,-23060,-4,-23064,-25715,-16671,false,true,true,394854.0,88236,0,0,10318
1447,ARM_NEAR_X,0x000D3CBE,U16_BE,BODY_PROGRESSION,394854.0,33075,7360,39783,16723,16719,16404,-23060,-4,-23064,-25715,-16671,false,true,true,394854.0,88236,0,0,10318
1448,ARM_CORE,0x000D5E40,U16_BE,BODY_PROGRESSION,394496.0,47360,47616,48128,48128,1536,48128,0,-46592,-46592,256,768,false,false,false,394496.0,91648,0,0,180736
1449,ARM_CORE,0x000D5E90,U16_BE,BODY_PROGRESSION,394496.0,47360,59136,48128,48128,1536,48128,0,-46592,-46592,11776,768,false,false,false,394496.0,160768,0,0,203776
1450,ARM_CORE,0x000D60C0,U16_BE,BODY_PROGRESSION,394496.0,47360,47616,48128,48128,1536,48128,0,-46592,-46592,256,768,false,false,false,394496.0,91648,0,0,180736
1451,ARM_CORE,0x000D5FCC,U16_BE,BODY_PROGRESSION,394094.5,23040,16,23040,1280,50193,50193,-21760,48913,27153,-23024,27153,false,false,false,394094.5,138144,0,0,24476
1452,ARM_CORE,0x000D606E,U16_BE,BODY_PROGRESSION,391886.0,255,0,56312,8312,8312,8312,-48000,0,-48000,-255,8057,false,false,false,391886.0,1530,0,0,128054
1453,ARM_CORE,0x000D5F9E,U16_BE,BODY_PROGRESSION,391376.0,37312,56312,25632,0,42816,42816,-25632,42816,17184,19000,5504,false,false,false,391376.0,91984,0,0,165232
1454,ARM_CORE,0x000D3926,U16_BE,BODY_PROGRESSION,390957.0,60083,13885,20309,55171,14515,63539,34862,-40656,-5794,-46198,3456,false,false,false,390957.0,179140,0,0,227372
1455,ARM_CORE,0x000D5FB2,U16_BE,BODY_PROGRESSION,389160.0,0,0,0,38916,0,0,38916,-38916,0,0,0,false,false,false,389160.0,0,0,0,155664
