rank,region,address_hex,data_type,kind,score,center,auto_aim_down,target_head,target_upper_body,target_lower_body,target_lost,head_upper_delta,upper_lower_delta,head_lower_delta,down_delta,lost_delta,ascending,descending,monotonic,progression_score,down_extension_score,screen_like_score,normalized_score,return_to_center_score
5928,ARM_CORE,0x000D50B6,U8,AUTO_AIM_DOWN,372,255,69,69,69,69,69,0,0,0,-186,-186,false,false,false,-372.0,372,0,0,-1116
5929,ARM_CORE,0x000D50E6,U8,AUTO_AIM_DOWN,372,255,69,69,69,69,69,0,0,0,-186,-186,false,false,false,-372.0,372,0,0,-1116
5930,ARM_CORE,0x000D5173,U8,AUTO_AIM_DOWN,372,250,64,64,64,64,64,0,0,0,-186,-186,false,false,false,-372.0,372,0,0,-1116
5931,ARM_CORE,0x000D596C,U8,AUTO_AIM_DOWN,372,0,62,0,0,0,0,0,0,0,62,0,false,false,false,0.0,372,0,0,124
5932,ARM_NEAR_X,0x000D3CE3,U8,BODY_PROGRESSION,370.5,45,0,136,58,79,207,-78,21,-57,-45,162,false,false,false,370.5,14,0,0,-894
5933,ARM_CORE,0x000D3CE3,U8,BODY_PROGRESSION,370.5,45,0,136,58,79,207,-78,21,-57,-45,162,false,false,false,370.5,14,0,0,-894
5934,ARM_CORE,0x000D5C75,U8,BODY_PROGRESSION,370.5,250,60,44,116,31,20,72,-85,-13,-190,-230,false,false,false,370.5,358,0,0,-1120
5935,ARM_CORE,0x000D5126,U8,AUTO_AIM_DOWN,370,255,70,70,70,70,70,0,0,0,-185,-185,false,false,false,-370.0,370,0,0,-1110
5936,ARM_CORE,0x000D5136,U8,AUTO_AIM_DOWN,370,255,70,70,70,70,70,0,0,0,-185,-185,false,false,false,-370.0,370,0,0,-1110
5937,ARM_CORE,0x000D389F,U8,BODY_PROGRESSION,369.0,120,35,42,67,20,154,25,-47,-22,-85,34,false,false,false,369.0,302,0,0,86
5938,ARM_CORE,0x000D42C5,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5939,ARM_CORE,0x000D42D5,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5940,ARM_CORE,0x000D43AD,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5941,ARM_CORE,0x000D45A5,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5942,ARM_CORE,0x000D45B5,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5943,ARM_CORE,0x000D468D,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5944,ARM_CORE,0x000D499F,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5945,ARM_CORE,0x000D4A07,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5946,ARM_CORE,0x000D4A77,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5947,ARM_CORE,0x000D4A78,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5948,ARM_CORE,0x000D50B3,U8,AUTO_AIM_DOWN,368,248,64,64,64,64,64,0,0,0,-184,-184,false,false,false,-368.0,368,0,0,-1104
5949,ARM_CORE,0x000D50D7,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5950,ARM_CORE,0x000D513F,U8,AUTO_AIM_DOWN,368,0,184,184,184,184,184,0,0,0,184,184,false,false,false,-368.0,368,0,0,-1104
5951,ARM_CORE,0x000D5176,U8,AUTO_AIM_DOWN,368,255,71,71,71,71,71,0,0,0,-184,-184,false,false,false,-368.0,368,0,0,-1104
5952,ARM_NEAR_X,0x000D3D07,U8,BODY_PROGRESSION,367.0,82,139,128,74,122,0,-54,48,-6,57,-82,false,false,false,367.0,98,0,0,-326
5953,ARM_CORE,0x000D3D07,U8,BODY_PROGRESSION,367.0,82,139,128,74,122,0,-54,48,-6,57,-82,false,false,false,367.0,98,0,0,-326
5954,ARM_CORE,0x000D47B9,U8,AUTO_AIM_DOWN,366,0,183,183,183,183,183,0,0,0,183,183,false,false,false,-366.0,366,0,0,-1098
5955,ARM_CORE,0x000D6148,U8,AUTO_AIM_DOWN,366,251,188,251,251,248,248,0,-3,-3,-63,-3,false,false,false,19.5,366,0,0,114
5956,ARM_CORE,0x000D5B08,U8,BODY_PROGRESSION,365.5,231,231,231,231,188,231,0,-43,-43,0,0,false,false,false,365.5,86,0,0,172
5957,ARM_CORE,0x000D5D06,U8,BODY_PROGRESSION,365.5,96,96,96,96,139,96,0,43,43,0,0,false,false,false,365.5,86,0,0,172
5958,ARM_CORE,0x000D5D58,U8,BODY_PROGRESSION,365.5,231,248,231,231,188,231,0,-43,-43,17,0,false,false,false,365.5,188,0,0,206
5959,ARM_CORE,0x000D5DB0,U8,BODY_PROGRESSION,365.5,188,251,188,188,231,188,0,43,43,63,0,false,false,false,365.5,292,0,0,298
5960,ARM_CORE,0x000D5E08,U8,BODY_PROGRESSION,365.5,188,252,188,188,231,188,0,43,43,64,0,false,false,false,365.5,298,0,0,300
5961,ARM_CORE,0x000D5E58,U8,BODY_PROGRESSION,365.5,188,252,188,188,231,188,0,43,43,64,0,false,false,false,365.5,298,0,0,300
5962,ARM_CORE,0x000D5EA8,U8,BODY_PROGRESSION,365.5,188,251,188,188,231,188,0,43,43,63,0,false,false,false,365.5,292,0,0,298
5963,ARM_CORE,0x000D3647,U8,BODY_PROGRESSION,365.0,174,98,134,200,192,70,66,-8,58,-76,-104,false,false,false,365.0,284,0,0,-416
5964,ARM_CORE,0x000D3AC2,U8,BODY_PROGRESSION,364.5,247,210,217,135,180,47,-82,45,-37,-37,-200,false,false,false,364.5,-192,0,0,-1198
5965,ARM_NEAR_X,0x000D3FDC,U16_BE,AUTO_AIM_DOWN,364,15786,15849,15786,15787,15786,15793,1,-1,0,63,7,false,false,false,-4.0,364,0,0,74
5966,ARM_NEAR_X,0x000D3FDD,U8,AUTO_AIM_DOWN,364,170,233,170,171,170,177,1,-1,0,63,7,false,false,false,-4.0,364,0,0,74
5967,ARM_CORE,0x000D4026,U8,BODY_PROGRESSION,364.0,138,138,82,82,138,82,0,56,56,0,-56,false,false,false,364.0,-112,0,0,-224
5968,ARM_CORE,0x000D402A,U8,BODY_PROGRESSION,364.0,138,138,82,82,138,82,0,56,56,0,-56,false,false,false,364.0,-112,0,0,-224
5969,ARM_CORE,0x000D402E,U8,BODY_PROGRESSION,364.0,138,138,82,82,138,82,0,56,56,0,-56,false,false,false,364.0,-112,0,0,-224
5970,ARM_CORE,0x000D4036,U8,BODY_PROGRESSION,364.0,138,138,82,82,138,82,0,56,56,0,-56,false,false,false,364.0,-112,0,0,-224
5971,ARM_CORE,0x000D403A,U8,BODY_PROGRESSION,364.0,137,137,81,81,137,81,0,56,56,0,-56,false,false,false,364.0,-112,0,0,-224
5972,ARM_CORE,0x000D4042,U8,BODY_PROGRESSION,364.0,139,139,83,83,139,83,0,56,56,0,-56,false,false,false,364.0,-112,0,0,-224
5973,ARM_CORE,0x000D4046,U8,BODY_PROGRESSION,364.0,139,139,83,83,139,83,0,56,56,0,-56,false,false,false,364.0,-112,0,0,-224
5974,ARM_CORE,0x000D404A,U8,BODY_PROGRESSION,364.0,82,82,138,138,82,138,0,-56,-56,0,56,false,false,false,364.0,-112,0,0,-224
5975,ARM_CORE,0x000D404E,U8,BODY_PROGRESSION,364.0,82,82,138,138,82,138,0,-56,-56,0,56,false,false,false,364.0,-112,0,0,-224
5976,ARM_CORE,0x000D42FC,U16_BE,AUTO_AIM_DOWN,364,0,182,182,182,182,182,0,0,0,182,182,false,false,false,-364.0,364,0,0,-1092
5977,ARM_CORE,0x000D42FD,U8,AUTO_AIM_DOWN,364,0,182,182,182,182,182,0,0,0,182,182,false,false,false,-364.0,364,0,0,-1092
5978,ARM_CORE,0x000D45DC,U16_BE,AUTO_AIM_DOWN,364,0,182,182,182,182,182,0,0,0,182,182,false,false,false,-364.0,364,0,0,-1092
5979,ARM_CORE,0x000D45DD,U8,AUTO_AIM_DOWN,364,0,182,182,182,182,182,0,0,0,182,182,false,false,false,-364.0,364,0,0,-1092
5980,ARM_CORE,0x000D3FDC,U16_BE,AUTO_AIM_DOWN,362,15786,15849,15786,15787,15786,15794,1,-1,0,63,8,false,false,false,-6.0,362,0,0,66
5981,ARM_CORE,0x000D3FDD,U8,AUTO_AIM_DOWN,362,170,233,170,171,170,178,1,-1,0,63,8,false,false,false,-6.0,362,0,0,66
5982,ARM_CORE,0x000D4449,U8,AUTO_AIM_DOWN,362,0,181,181,181,181,181,0,0,0,181,181,false,false,false,-362.0,362,0,0,-1086
5983,ARM_CORE,0x000D5E28,U8,AUTO_AIM_DOWN,362,248,188,251,251,252,251,0,1,1,-60,3,false,false,false,2.5,362,0,0,100
5984,ARM_CORE,0x000D5E78,U8,AUTO_AIM_DOWN,362,248,188,251,251,252,251,0,1,1,-60,3,false,false,false,2.5,362,0,0,100
5985,ARM_CORE,0x000D60A8,U8,AUTO_AIM_DOWN,362,248,188,251,251,252,251,0,1,1,-60,3,false,false,false,2.5,362,0,0,100
5986,ARM_CORE,0x000D5EB0,U8,BODY_PROGRESSION,361.0,188,252,188,231,186,231,43,-45,-2,64,43,false,false,false,361.0,302,0,0,-36
5987,ARM_CORE,0x000D5FBE,U8,AUTO_AIM_DOWN,360,0,60,0,32,0,0,32,-32,0,60,0,false,false,false,320.0,360,0,0,248
5988,ARM_CORE,0x000D6060,U8,AUTO_AIM_DOWN,360,248,188,251,252,252,252,1,0,1,-60,4,false,false,false,0.5,360,0,0,92
5989,ARM_CORE,0x000D6040,U8,AUTO_AIM_DOWN,358,6,185,188,231,231,231,43,0,43,179,225,false,false,false,-84.5,358,0,0,-1270
5990,ARM_CORE,0x000D39A3,U8,AUTO_AIM_DOWN,354,0,59,0,0,0,0,0,0,0,59,0,false,false,false,0.0,354,0,0,118
5991,ARM_NEAR_X,0x000D3D4B,U8,AUTO_AIM_DOWN,354,0,59,0,0,0,0,0,0,0,59,0,false,false,false,0.0,354,0,0,118
5992,ARM_CORE,0x000D3D4B,U8,AUTO_AIM_DOWN,354,0,59,0,0,0,0,0,0,0,59,0,false,false,false,0.0,354,0,0,118
5993,ARM_CORE,0x000D4960,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
5994,ARM_CORE,0x000D4978,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
5995,ARM_CORE,0x000D4990,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
5996,ARM_CORE,0x000D49A8,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
5997,ARM_CORE,0x000D49C0,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
5998,ARM_CORE,0x000D49D8,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
5999,ARM_CORE,0x000D49E8,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6000,ARM_CORE,0x000D49F8,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6001,ARM_CORE,0x000D4A10,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6002,ARM_CORE,0x000D4A20,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6003,ARM_CORE,0x000D4A30,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6004,ARM_CORE,0x000D4A48,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6005,ARM_CORE,0x000D4A58,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6006,ARM_CORE,0x000D4A68,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6007,ARM_CORE,0x000D5090,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6008,ARM_CORE,0x000D50A3,U8,AUTO_AIM_DOWN,354,241,64,64,64,64,64,0,0,0,-177,-177,false,false,false,-354.0,354,0,0,-1062
6009,ARM_CORE,0x000D50BB,U8,AUTO_AIM_DOWN,354,241,64,64,64,64,64,0,0,0,-177,-177,false,false,false,-354.0,354,0,0,-1062
6010,ARM_CORE,0x000D50C0,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6011,ARM_CORE,0x000D50D8,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6012,ARM_CORE,0x000D50E3,U8,AUTO_AIM_DOWN,354,241,64,64,64,64,64,0,0,0,-177,-177,false,false,false,-354.0,354,0,0,-1062
6013,ARM_CORE,0x000D50FB,U8,AUTO_AIM_DOWN,354,241,64,64,64,64,64,0,0,0,-177,-177,false,false,false,-354.0,354,0,0,-1062
6014,ARM_CORE,0x000D5108,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6015,ARM_CORE,0x000D5118,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6016,ARM_CORE,0x000D5123,U8,AUTO_AIM_DOWN,354,241,64,64,64,64,64,0,0,0,-177,-177,false,false,false,-354.0,354,0,0,-1062
6017,ARM_CORE,0x000D513B,U8,AUTO_AIM_DOWN,354,241,64,64,64,64,64,0,0,0,-177,-177,false,false,false,-354.0,354,0,0,-1062
6018,ARM_CORE,0x000D5140,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6019,ARM_CORE,0x000D5150,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6020,ARM_CORE,0x000D5188,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6021,ARM_CORE,0x000D5198,U8,AUTO_AIM_DOWN,354,0,177,177,177,177,177,0,0,0,177,177,false,false,false,-354.0,354,0,0,-1062
6022,ARM_CORE,0x000D51A3,U8,AUTO_AIM_DOWN,354,241,64,64,64,64,64,0,0,0,-177,-177,false,false,false,-354.0,354,0,0,-1062
6023,ARM_CORE,0x000D38A3,U8,BODY_PROGRESSION,353.5,86,21,113,151,90,197,38,-61,-23,-65,111,false,false,false,353.5,176,0,0,-514
6024,ARM_CORE,0x000D3605,U8,AUTO_AIM_DOWN,352,0,196,212,216,196,216,4,-20,-16,196,216,false,false,false,-256.0,352,0,0,-1256
6025,ARM_CORE,0x000D3917,U8,AUTO_AIM_DOWN,352,157,237,153,171,166,102,18,-5,13,80,-55,false,false,false,50.5,352,0,0,-208
6026,ARM_CORE,0x000D43A0,U32_BE,AUTO_AIM_DOWN,352,176,0,0,0,0,0,0,0,0,-176,-176,false,false,false,-352.0,352,0,0,-1056
6027,ARM_CORE,0x000D43A2,U16_BE,AUTO_AIM_DOWN,352,176,0,0,0,0,0,0,0,0,-176,-176,false,false,false,-352.0,352,0,0,-1056
6028,ARM_CORE,0x000D43A3,U8,AUTO_AIM_DOWN,352,176,0,0,0,0,0,0,0,0,-176,-176,false,false,false,-352.0,352,0,0,-1056
6029,ARM_CORE,0x000D43AA,U8,AUTO_AIM_DOWN,352,176,0,0,0,0,0,0,0,0,-176,-176,false,false,false,-352.0,352,0,0,-1056
6030,ARM_CORE,0x000D43AB,U8,AUTO_AIM_DOWN,352,176,0,0,0,0,0,0,0,0,-176,-176,false,false,false,-352.0,352,0,0,-1056
6031,ARM_CORE,0x000D46B9,U8,AUTO_AIM_DOWN,352,0,176,176,176,176,176,0,0,0,176,176,false,false,false,-352.0,352,0,0,-1056
6032,ARM_NEAR_X,0x000D3FD2,U8,BODY_PROGRESSION,350.0,127,67,93,42,93,207,-51,51,0,-60,80,false,false,false,350.0,132,0,0,-316
6033,ARM_CORE,0x000D3FD2,U8,BODY_PROGRESSION,350.0,127,67,93,42,93,207,-51,51,0,-60,80,false,false,false,350.0,132,0,0,-316
6034,ARM_CORE,0x000D50A6,U8,AUTO_AIM_DOWN,350,244,69,69,69,69,69,0,0,0,-175,-175,false,false,false,-350.0,350,0,0,-1050
6035,ARM_CORE,0x000D50EE,U8,AUTO_AIM_DOWN,350,244,69,69,69,69,69,0,0,0,-175,-175,false,false,false,-350.0,350,0,0,-1050
6036,ARM_NEAR_X,0x000D3C3E,U8,BODY_PROGRESSION,349.5,144,171,83,97,44,205,14,-53,-39,27,61,false,false,false,349.5,240,0,0,-222
6037,ARM_NEAR_X,0x000D3DD6,U8,BODY_PROGRESSION,349.5,144,35,83,97,44,205,14,-53,-39,-109,61,false,false,false,349.5,332,0,0,-58
6038,ARM_CORE,0x000D42F5,U8,AUTO_AIM_DOWN,348,0,174,174,174,174,174,0,0,0,174,174,false,false,false,-348.0,348,0,0,-1044
6039,ARM_CORE,0x000D45C5,U8,AUTO_AIM_DOWN,348,0,174,174,174,174,174,0,0,0,174,174,false,false,false,-348.0,348,0,0,-1044
6040,ARM_CORE,0x000D45D5,U8,AUTO_AIM_DOWN,348,0,174,174,174,174,174,0,0,0,174,174,false,false,false,-348.0,348,0,0,-1044
6041,ARM_CORE,0x000D443D,U8,AUTO_AIM_DOWN,346,0,173,173,173,173,173,0,0,0,173,173,false,false,false,-346.0,346,0,0,-1038
6042,ARM_CORE,0x000D45D9,U8,AUTO_AIM_DOWN,346,0,173,173,173,173,173,0,0,0,173,173,false,false,false,-346.0,346,0,0,-1038
6043,ARM_CORE,0x000D471D,U8,AUTO_AIM_DOWN,346,0,173,173,173,173,173,0,0,0,173,173,false,false,false,-346.0,346,0,0,-1038
6044,ARM_CORE,0x000D516E,U8,AUTO_AIM_DOWN,346,244,71,71,71,71,71,0,0,0,-173,-173,false,false,false,-346.0,346,0,0,-1038
6045,ARM_CORE,0x000D51A6,U8,AUTO_AIM_DOWN,346,244,71,71,71,71,71,0,0,0,-173,-173,false,false,false,-346.0,346,0,0,-1038
6046,ARM_CORE,0x000D6198,U8,AUTO_AIM_DOWN,344,251,188,251,251,237,248,0,-14,-14,-63,-3,false,false,false,113.0,344,0,0,158
6047,ARM_CORE,0x000D61E8,U8,AUTO_AIM_DOWN,344,251,188,251,251,237,248,0,-14,-14,-63,-3,false,false,false,113.0,344,0,0,158
6048,ARM_CORE,0x000D6188,U8,BODY_PROGRESSION,343.5,186,188,186,186,237,231,0,51,51,2,45,false,false,false,343.5,16,0,0,-152
6049,ARM_CORE,0x000D4234,U8,AUTO_AIM_DOWN,342,0,171,171,171,171,171,0,0,0,171,171,false,false,false,-342.0,342,0,0,-1026
6050,ARM_CORE,0x000D5E3A,U8,AUTO_AIM_DOWN,342,152,0,3,3,16,3,0,13,13,-152,-149,false,false,false,-187.5,342,0,0,-836
6051,ARM_CORE,0x000D60BA,U8,AUTO_AIM_DOWN,342,152,0,3,3,16,3,0,13,13,-152,-149,false,false,false,-187.5,342,0,0,-836
6052,ARM_CORE,0x000D4239,U8,AUTO_AIM_DOWN,340,0,170,170,170,170,170,0,0,0,170,170,false,false,false,-340.0,340,0,0,-1020
6053,ARM_CORE,0x000D439D,U8,AUTO_AIM_DOWN,340,0,170,170,170,170,170,0,0,0,170,170,false,false,false,-340.0,340,0,0,-1020
6054,ARM_CORE,0x000D467D,U8,AUTO_AIM_DOWN,340,0,170,170,170,170,170,0,0,0,170,170,false,false,false,-340.0,340,0,0,-1020
6055,ARM_CORE,0x000D5B27,U8,BODY_PROGRESSION,340.0,72,72,72,72,32,72,0,-40,-40,0,0,false,false,false,340.0,80,0,0,160
6056,ARM_CORE,0x000D619B,U8,BODY_PROGRESSION,340.0,0,6,0,0,40,0,0,40,40,6,0,false,false,false,340.0,92,0,0,172
6057,ARM_CORE,0x000D61EB,U8,BODY_PROGRESSION,340.0,0,6,0,0,40,0,0,40,40,6,0,false,false,false,340.0,92,0,0,172
6058,ARM_CORE,0x000D6164,F32_BE,BODY_PROGRESSION,338.9853515625,2.9337808856859e-39,1.4693679385279e-39,2.91924101282e-39,2.9272228088728e-39,3.0615592675941e-20,-580.50732421875,7.9817960527942e-42,3.0615592675941e-20,3.0615592675941e-20,-1.464412947158e-39,-580.50732421875,true,false,true,338.9853515625,-1161.0146484375,-361.0146484375,0,-4644.05859375
6059,ARM_CORE,0x000D61B4,F32_BE,BODY_PROGRESSION,338.9853515625,2.9142636006748e-39,1.4693679385279e-39,2.9214718799752e-39,2.9206759424475e-39,9.1835496157991e-41,-580.50732421875,-7.959375277365e-43,-2.8288404462895e-39,-2.8296363838172e-39,-1.4448956621469e-39,-580.50732421875,false,true,true,338.9853515625,-1161.0146484375,-361.0146484375,0,-4644.05859375
6060,ARM_CORE,0x000D3A63,U8,AUTO_AIM_DOWN,338,196,114,13,22,22,109,9,0,9,-82,-87,false,false,false,-97.5,338,0,0,-496
6061,ARM_NEAR_X,0x000D3E1A,U8,AUTO_AIM_DOWN,338,16,155,158,114,125,155,-44,11,-33,139,139,false,false,false,112.5,338,0,0,-658
6062,ARM_CORE,0x000D3E1A,U8,AUTO_AIM_DOWN,338,16,155,158,114,125,155,-44,11,-33,139,139,false,false,false,112.5,338,0,0,-658
6063,ARM_NEAR_X,0x000D3E5A,U8,AUTO_AIM_DOWN,338,16,155,158,114,125,155,-44,11,-33,139,139,false,false,false,112.5,338,0,0,-658
6064,ARM_CORE,0x000D3E5A,U8,AUTO_AIM_DOWN,338,16,155,158,114,125,155,-44,11,-33,139,139,false,false,false,112.5,338,0,0,-658
6065,ARM_CORE,0x000D5D8F,U8,AUTO_AIM_DOWN,336,120,64,120,120,120,120,0,0,0,-56,0,false,false,false,0.0,336,0,0,112
6066,ARM_CORE,0x000D5DC7,U8,AUTO_AIM_DOWN,336,64,120,0,0,0,0,0,0,0,56,-64,false,false,false,-128.0,336,0,0,-400
6067,ARM_CORE,0x000D5E17,U8,AUTO_AIM_DOWN,336,64,120,0,0,0,0,0,0,0,56,-64,false,false,false,-128.0,336,0,0,-400
6068,ARM_CORE,0x000D5E67,U8,AUTO_AIM_DOWN,336,64,120,0,0,0,0,0,0,0,56,-64,false,false,false,-128.0,336,0,0,-400
6069,ARM_CORE,0x000D5F9F,U8,BODY_PROGRESSION,336.0,192,248,32,0,64,64,-32,64,32,56,-128,false,false,false,336.0,336,0,0,-656
6070,ARM_CORE,0x000D4244,U8,AUTO_AIM_DOWN,332,0,166,166,166,166,166,0,0,0,166,166,false,false,false,-332.0,332,0,0,-996
6071,ARM_CORE,0x000D4254,U8,AUTO_AIM_DOWN,332,0,166,166,166,166,166,0,0,0,166,166,false,false,false,-332.0,332,0,0,-996
6072,ARM_CORE,0x000D4789,U8,AUTO_AIM_DOWN,332,0,166,166,166,166,166,0,0,0,166,166,false,false,false,-332.0,332,0,0,-996
6073,ARM_CORE,0x000D39A0,F32_BE,AUTO_AIM_DOWN,331.38464355469,-1000.0,-944.76922607422,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,55.230773925781,0.0,false,false,false,0.0,331.38464355469,220.92309570313,0,110.46154785156
6074,ARM_CORE,0x000D3D48,F32_BE,AUTO_AIM_DOWN,331.38464355469,-1000.0,-944.76922607422,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,55.230773925781,0.0,false,false,false,0.0,331.38464355469,220.92309570313,0,110.46154785156
6075,ARM_NEAR_X,0x000D3D48,F32_BE,AUTO_AIM_DOWN,331.38464355469,-1000.0,-944.76922607422,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,55.230773925781,0.0,false,false,false,0.0,331.38464355469,220.92309570313,0,110.46154785156
6076,CAMERA_NEAR,0x0007996C,U16_BE,BODY_PROGRESSION,331.0,18122,18109,18101,18123,18071,18050,22,-52,-30,-13,-72,false,false,false,331.0,-16,0,0,-342
6077,CAMERA_NEAR,0x0007996D,U8,BODY_PROGRESSION,331.0,202,189,181,203,151,130,22,-52,-30,-13,-72,false,false,false,331.0,-16,0,0,-342
6078,ARM_NEAR_X,0x000D3F6B,U8,BODY_PROGRESSION,330.5,0,46,52,140,101,238,88,-39,49,46,238,false,false,false,330.5,-182,0,0,-1460
6079,ARM_CORE,0x000D6180,U8,BODY_PROGRESSION,330.5,231,185,231,231,182,188,0,-49,-49,-46,-43,false,false,false,330.5,104,0,0,-56
6080,ARM_CORE,0x000D50B7,U8,AUTO_AIM_DOWN,330,253,88,88,88,88,88,0,0,0,-165,-165,false,false,false,-330.0,330,0,0,-990
6081,ARM_NEAR_X,0x000D3F5A,U8,AUTO_AIM_DOWN,328,40,40,204,204,204,40,0,0,0,0,0,false,false,false,0.0,328,0,0,0
6082,ARM_CORE,0x000D3F5A,U8,AUTO_AIM_DOWN,328,40,40,204,204,204,40,0,0,0,0,0,false,false,false,0.0,328,0,0,0
6083,ARM_CORE,0x000D4305,U8,AUTO_AIM_DOWN,328,0,164,164,164,164,164,0,0,0,164,164,false,false,false,-328.0,328,0,0,-984
6084,ARM_CORE,0x000D4315,U8,AUTO_AIM_DOWN,328,0,164,164,164,164,164,0,0,0,164,164,false,false,false,-328.0,328,0,0,-984
6085,ARM_CORE,0x000D45E5,U8,AUTO_AIM_DOWN,328,0,164,164,164,164,164,0,0,0,164,164,false,false,false,-328.0,328,0,0,-984
6086,ARM_CORE,0x000D45F5,U8,AUTO_AIM_DOWN,328,0,164,164,164,164,164,0,0,0,164,164,false,false,false,-328.0,328,0,0,-984
6087,ARM_CORE,0x000D6046,U8,BODY_PROGRESSION,326.0,92,32,60,0,0,0,-60,0,-60,-60,-92,false,false,false,326.0,120,0,0,-376
6088,ARM_CORE,0x000D4499,U8,AUTO_AIM_DOWN,324,0,162,162,162,162,162,0,0,0,162,162,false,false,false,-324.0,324,0,0,-972
6089,ARM_CORE,0x000D5B6B,U8,BODY_PROGRESSION,323.0,2,2,2,2,40,2,0,38,38,0,0,false,false,false,323.0,76,0,0,152
6090,ARM_CORE,0x000D5CE4,U8,BODY_PROGRESSION,323.0,128,128,128,128,90,128,0,-38,-38,0,0,false,false,false,323.0,76,0,0,152
6091,ARM_CORE,0x000D6161,U8,BODY_PROGRESSION,323.0,0,0,0,0,38,0,0,38,38,0,0,false,false,false,323.0,76,0,0,152
6092,ARM_CORE,0x000D425D,U8,AUTO_AIM_DOWN,322,0,161,161,161,161,161,0,0,0,161,161,false,false,false,-322.0,322,0,0,-966
